Engine_ID,Final_Cycle,Actual_RUL,Predicted_RUL,Alert,Cycle
494,214.0,15.0,20.078325,WARNING,
495,186.0,130.0,126.767914,SAFE,
496,70.0,89.0,121.5063,SAFE,
497,196.0,36.0,38.358932,WARNING,
498,115.0,11.0,11.415677,CRITICAL,
499,177.0,92.0,38.464195,WARNING,
500,115.0,96.0,118.252426,SAFE,
501,139.0,59.0,120.02499,SAFE,
502,222.0,13.0,5.8665276,CRITICAL,
503,87.0,130.0,127.06693,SAFE,
504,19.0,130.0,56.167458,SAFE,
505,95.0,130.0,121.70652,SAFE,
506,291.0,109.0,93.34735,SAFE,
507,179.0,116.0,125.69881,SAFE,
508,180.0,91.0,112.995285,SAFE,
509,171.0,11.0,9.151081,CRITICAL,
510,135.0,88.0,124.61082,SAFE,
511,206.0,108.0,126.359344,SAFE,
512,261.0,76.0,58.971893,SAFE,
513,288.0,14.0,9.441931,CRITICAL,
514,102.0,89.0,85.11734,SAFE,
515,72.0,130.0,120.75339,SAFE,
516,264.0,17.0,15.351014,CRITICAL,
517,141.0,66.0,76.38877,SAFE,
518,63.0,130.0,126.44622,SAFE,
519,110.0,41.0,30.256521,WARNING,
520,65.0,130.0,124.56365,SAFE,
521,176.0,73.0,87.82611,SAFE,
522,178.0,39.0,67.16488,SAFE,
523,305.0,58.0,68.55537,SAFE,
524,152.0,14.0,15.065266,CRITICAL,
525,39.0,130.0,126.29984,SAFE,
526,59.0,88.0,126.49751,SAFE,
527,62.0,130.0,127.563156,SAFE,
528,126.0,130.0,127.26735,SAFE,
529,20.0,120.0,125.275375,SAFE,
530,157.0,98.0,95.7776,SAFE,
531,230.0,33.0,29.263704,WARNING,
532,370.0,130.0,124.547,SAFE,
533,111.0,110.0,125.63189,SAFE,
534,179.0,68.0,55.771706,SAFE,
535,362.0,24.0,27.469385,WARNING,
536,176.0,75.0,95.84317,SAFE,
537,221.0,18.0,13.364869,CRITICAL,
538,177.0,16.0,7.622755,CRITICAL,
539,28.0,130.0,125.60602,SAFE,
540,204.0,98.0,33.404854,WARNING,
541,42.0,130.0,87.728775,SAFE,
542,112.0,81.0,106.62131,SAFE,
543,199.0,118.0,125.37202,SAFE,
544,184.0,35.0,38.214302,WARNING,
545,63.0,130.0,125.64786,SAFE,
546,29.0,130.0,126.76437,SAFE,
547,94.0,112.0,124.83153,SAFE,
548,281.0,26.0,32.318344,WARNING,
